obs.ID,trip.ID,date,name,milkweed.ID,milkweed.status,percent.green,stage.length,leaf.damage,umbel.count,pod.count,stem.count,len.1,len.2,len.3,len.4,len.5,len.6,len.7,len.8,len.9,len.10,dia.1,dia.2,dia.3,dia.4,dia.5,dia.6,dia.7,dia.8,dia.9,dia.10,notes,,,,,,,,,,,
1763,49,6/12/2015,Kelly Goedde-Matthews,231,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,49,6/12/2015,Kelly Goedde-Matthews,232,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,49,6/12/2015,Kelly Goedde-Matthews,233,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,49,6/12/2015,Kelly Goedde-Matthews,234,ALIVE,100,none,1,0,0,5,32,6,10,8,5,,,,,,2,1.5,1.4,1.6,3.4,,,,,,,,,,,,,,,,,
1767,49,6/12/2015,Kelly Goedde-Matthews,235,ALIVE,100,none,0,0,0,5,7,6,6,49,39,,,,,,2,2,1.2,3.1,3.6,,,,,,,,,,,,,,,,,
1768,49,6/12/2015,Kelly Goedde-Matthews,236,ALIVE,98,none,2,3,5,8,13,10,23,8,16,26,36,78,,,1.3,1.1,6,2.1,1.9,1.7,1.7,2.9,,,,,,,,,,,,,,
1769,49,6/12/2015,Kelly Goedde-Matthews,237,ALIVE,66,none,0,0,0,2,24,33,,,,,,,,,2,2.8,,,,,,,,,,,,,,,,,,,,
1770,49,6/12/2015,Kelly Goedde-Matthews,238,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,49,6/12/2015,Kelly Goedde-Matthews,239,ALIVE,70,none,3,10,16,16,71,9,13,28,51,37,79,49,53,55,2.1,6.3,2,3.4,5.1,3.9,1.8,7.4,4.8,4.9,"OLAP, LMMB (2)",,,,,,,,,,,
1772,49,6/12/2015,Kelly Goedde-Matthews,240,ALIVE,85,none,3,0,0,12,29,22,9,38,17,27,24,22,32,39,2.9,4,1.7,3,3.2,3.5,3.6,3.1,2.4,2.2,LMMB (3),,,,,,,,,,,
1773,49,6/12/2015,Kelly Goedde-Matthews,241,ALIVE,100,none,0,0,0,6,46,47,8,13,18,7,,,,,1.2,1.4,1.5,2.4,3.8,1.7,,,,,wasps,,,,,,,,,,,
1774,49,6/12/2015,Kelly Goedde-Matthews,242,ALIVE,99,none,0,0,0,17,23,9,11,16,14,34,28,28,13,35,2.7,2.8,3.1,0.9,1.8,1.3,3.2,1.6,3.2,1.1,,,,,,,,,,,,
1775,49,6/12/2015,Kelly Goedde-Matthews,243,ALIVE,100,none,1,0,0,8,6,5,44,49,9,7,10,47,,,1.6,1.1,4.6,3,2.5,2.1,4.7,4.8,,,,,,,,,,,,,,
1776,49,6/12/2015,Kelly Goedde-Matthews,244,ALIVE,100,none,3,1,0,38,48,36,31,38,38,20,22,31,55,32,3.7,3.8,3.1,3.3,1,2.9,1.8,2.2,2.5,3,,,,,,,,,,,,
1777,49,6/12/2015,Kelly Goedde-Matthews,245,ALIVE,90,none,0,1,4,3,54,55,42,,,,,,,,4.2,3.8,3.1,,,,,,,,LMMB,,,,,,,,,,,
1778,49,6/12/2015,Kelly Goedde-Matthews,246,ALIVE,85,"E, L4-22.4",5,32,9,37,42,41,27,33,86,84,50,30,28,17,7.2,7.7,3.9,2.3,2.5,3,2.7,2.9,2,4.1,LMMB (2),,,,,,,,,,,
1779,49,6/12/2015,Kelly Goedde-Matthews,247,ALIVE,97,none,8,0,0,11,47,8,5,5,8,6,66,51,51,50,2.5,3.6,1.8,1.2,1.6,1.8,4.5,4,3.7,4.3,LMMB,,,,,,,,,,,
1780,49,6/12/2015,Kelly Goedde-Matthews,248,ALIVE,70,none,3,0,0,2,27,31,,,,,,,,,3,2.4,,,,,,,,,,,,,,,,,,,,
1781,49,6/12/2015,Kelly Goedde-Matthews,249,ALIVE,93,none,3,0,6,12,69,50,90,50,40,50,51,53,49,49,5.9,3.2,2.5,3.8,3.3,4.1,3.9,3.6,3.8,1.8,,,,,,,,,,,,
1782,49,6/12/2015,Kelly Goedde-Matthews,250,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,49,6/12/2015,Kelly Goedde-Matthews,251,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,50,6/12/2015,Kenya Oto,252,ALIVE,100,none,0,0,0,4,10,9,49,48,,,,,,,2,1.3,4.1,3.7,,,,,,,,,,,,,,,,,,
1785,50,6/12/2015,Kenya Oto,253,ALIVE,100,none,0,0,0,12,35,25,12,20,8,26,21,28,31,32,4.3,3,1.2,1.2,2.3,1.9,2.1,3.5,1.3,3.2,,,,,,,,,,,,
1786,50,6/12/2015,Kenya Oto,254,ALIVE,100,none,0,7,9,4,18,27,18,92,,,,,,,1.8,2.2,2.2,6.7,,,,,,,,,,,,,,,,,,
1787,50,6/12/2015,Kenya Oto,255,ALIVE,100,none,0,4,5,5,70,82,85,12,10,,,,,,4.5,5.7,5.8,2.3,1.9,,,,,,,,,,,,,,,,,
1788,50,6/12/2015,Kenya Oto,256,ALIVE,95,none,0,0,0,1,34,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,
1789,50,6/12/2015,Kenya Oto,257,ALIVE,100,none,0,0,0,2,23,18,,,,,,,,,2.5,2.5,,,,,,,,,,,,,,,,,,,,
1790,50,6/12/2015,Kenya Oto,258,ALIVE,100,none,0,0,0,2,33,26,,,,,,,,,3.2,3.3,,,,,,,,,,,,,,,,,,,,
1791,50,6/12/2015,Kenya Oto,259,ALIVE,100,none,0,3,0,3,58,61,23,,,,,,,,6.4,5.7,2.3,,,,,,,,,,,,,,,,,,,
1792,50,6/12/2015,Kenya Oto,260,ALIVE,98,none,0,4,7,14,77,86,15,11,12,14,12,12,10,16,7.2,7.4,2,2.7,3.6,2,2.1,1.6,1.8,2.6,,,,,,,,,,,,
1793,50,6/12/2015,Kenya Oto,261,ALIVE,95,none,0,6,1,13,63,62,67,32,36,35,39,6,10,20,6.8,6.4,6.1,3.2,2.3,2,3.4,3.7,1.8,1.6,OLAP,,,,,,,,,,,
1794,50,6/12/2015,Kenya Oto,262,ALIVE,98,none,0,48,38,52,49,48,55,43,47,14,10,15,16,109,5.8,5.7,4.8,3.4,4.3,2,1.8,2.1,1.7,8.6,"OLAP, stinkbug",,,,,,,,,,,
1795,50,6/12/2015,Kenya Oto,263,ALIVE,100,none,0,0,0,15,35,29,27,18,15,9,10,12,13,9,4.9,3.6,21.1,2.3,1.2,1.4,1.3,1.6,0.8,0.5,,,,,,,,,,,,
1796,50,6/12/2015,Kenya Oto,264,ALIVE,98,none,0,22,21,39,80,27,43,67,12,15,18,11,15,73,8.9,3.2,4.1,7.1,2.5,2.1,2.5,1.8,2.7,8.3,OLAP,,,,,,,,,,,
1797,50,6/12/2015,Kenya Oto,265,ALIVE,100,none,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Too small to measure,,,,,,,,,,,
1798,50,6/12/2015,Kenya Oto,266,ALIVE,98,none,0,7,4,16,44,63,38,25,31,13,49,54,25,17,8.6,3.6,3.8,2.6,3.1,3.9,3.8,4.4,2.3,1.6,,,,,,,,,,,,
1799,50,6/12/2015,Kenya Oto,267,ALIVE,100,L5-46.8,15,0,0,11,60,76,71,65,57,40,10,12,14,15,5.2,4.1,6.2,5,6,3,1.1,1.4,2.4,2.7,,,,,,,,,,,,
1800,50,6/12/2015,Kenya Oto,268,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,50,6/12/2015,Kenya Oto,269,ALIVE,100,none,0,0,0,2,31,20,,,,,,,,,4.1,2.1,,,,,,,,,,,,,,,,,,,,
1802,50,6/12/2015,Kenya Oto,270,ALIVE,100,none,0,1,7,11,22,21,22,10,25,29,9,7,40,9,3.6,1.8,2.6,1.9,2.6,2.3,4.9,1.2,1.3,0.9,,,,,,,,,,,,
1803,50,6/12/2015,Kenya Oto,271,ALIVE,90,none,0,0,0,2,57,77,,,,,,,,,4.1,5.8,,,,,,,,,OLAP,,,,,,,,,,,
1804,50,6/12/2015,Kenya Oto,272,ALIVE,100,none,0,0,0,4,16,19,12,18,,,,,,,1.4,2.3,1.8,2.9,,,,,,,LMMB,,,,,,,,,,,
1805,50,6/12/2015,Kenya Oto,273,ALIVE,70,none,0,0,0,2,6,8,,,,,,,,,1.3,1.6,,,,,,,,,,,,,,,,,,,,
1806,50,6/12/2015,Kenya Oto,274,ALIVE,85,none,0,0,0,1,8,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,
1807,50,6/12/2015,Kenya Oto,275,ALIVE,75,none,0,0,0,2,18,12,,,,,,,,,0.9,1.1,,,,,,,,,,,,,,,,,,,,
1808,50,6/12/2015,Kenya Oto,276,ALIVE,98,none,0,0,0,1,12,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,
1809,52,6/13/2015,Kendal Paulson ,464,ALIVE,98,none,0,6,0,7,58,23,23,22,18,35,57,,,,3,4.5,1.6,2.1,1.9,2.8,4.1,,,,aphids,,,,,,,,,,,
1810,52,6/13/2015,Kendal Paulson ,465,ALIVE,99,none,0,0,0,5,17,30,49,10,7,,,,,,3,0.9,0.9,3.1,0.7,,,,,,,,,,,,,,,,,
1811,52,6/13/2015,Kendal Paulson ,466,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,52,6/13/2015,Kendal Paulson ,467,ALIVE,98,none,0,0,0,11,38,39,36,31,36,35,35,32,16,15,4.1,3.9,3.8,3.1,4,4,3.5,4.5,1.8,1.5,brown spots,,,,,,,,,,,
1813,52,6/13/2015,Kendal Paulson ,468,ALIVE,90,none,0,6,0,20,78,5,15,33,40,28,29,30,48,23,6,1.6,2.6,2.8,4,3.9,4.6,3.7,2.2,3.8,,,,,,,,,,,,
1814,52,6/13/2015,Kendal Paulson ,469,ALIVE,100,none,1,0,0,4,50,32,57,8,,,,,,,3.8,2.8,3.7,2.2,,,,,,,,,,,,,,,,,,
1815,52,6/13/2015,Kendal Paulson ,470,ALIVE,100,none,0,0,0,1,18,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,
1816,52,6/13/2015,Kendal Paulson ,471,ALIVE,100,none,0,0,0,28,22,20,20,26,21,20,23,13,15,16,2.6,3.4,1.7,2.7,3.4,2.1,4.1,1.2,1,2,,,,,,,,,,,,
1817,52,6/13/2015,Kendal Paulson ,472,ALIVE,95,none,1,0,0,3,38,7,13,,,,,,,,3,1.2,2.6,,,,,,,,,,,,,,,,,,,
1818,52,6/13/2015,Kendal Paulson ,473,ALIVE,100,none,0,0,0,3,13,15,16,,,,,,,,1.8,2.1,2,,,,,,,,,,,,,,,,,,,
1819,52,6/13/2015,Kendal Paulson ,474,ALIVE,98,none,0,0,0,13,50,45,42,17,10,19,12,18,21,15,4.3,3.2,3.9,2.5,2.7,3.4,1,1.2,2.7,2.9,,,,,,,,,,,,
1820,52,6/13/2015,Kendal Paulson ,475,ALIVE,100,none,0,0,0,3,23,25,21,,,,,,,,2.6,2.7,2.8,,,,,,,,,,,,,,,,,,,
1821,52,6/13/2015,Kendal Paulson ,476,ALIVE,100,none,0,0,0,12,29,23,20,19,31,20,33,27,25,30,2.9,1.6,1.4,1.8,1.4,1.7,2.7,2.6,2,4,,,,,,,,,,,,
1822,52,6/13/2015,Kendal Paulson ,477,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,52,6/13/2015,Kendal Paulson ,478,ALIVE,98,none,1,1,0,3,8,48,50,,,,,,,,2.9,3.5,1.4,,,,,,,,hatched eggs(2),,,,,,,,,,,
1824,52,6/13/2015,Kendal Paulson ,479,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,52,6/13/2015,Kendal Paulson ,480,ALIVE,100,none,0,0,0,1,15,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,
1826,52,6/13/2015,Kendal Paulson ,481,ALIVE,99,none,1,0,0,14,43,43,30,14,20,21,15,15,14,7,4.1,3.5,2.8,2.1,1.5,1.9,1.6,1.4,1.6,1.6,,,,,,,,,,,,
1827,52,6/13/2015,Kendal Paulson ,482,ALIVE,95,none,0,0,0,2,24,19,,,,,,,,,2.5,2.9,,,,,,,,,,,,,,,,,,,,
1828,52,6/13/2015,Kendal Paulson ,483,ALIVE,100,L4-24,10,0,0,15,46,30,43,27,18,39,44,37,40,31,5.8,4.9,3.3,3,3.2,3.1,1.4,3.1,3.2,2.7,,,,,,,,,,,,
1829,52,6/13/2015,Arden Ambrose-Winters,484,ALIVE,80,none,1,0,0,10,14,14,18,26,13,18,26,52,13,6,1.8,2,2,3.1,3.1,2.5,3.6,5.7,2.1,1.8,,,,,,,,,,,,
1830,52,6/13/2015,Arden Ambrose-Winters,485,ALIVE,100,none,0,0,0,3,36,13,8,,,,,,,,1.3,2.1,1.5,,,,,,,,,,,,,,,,,,,
1831,52,6/13/2015,Arden Ambrose-Winters,486,ALIVE,97,none,1,0,0,7,32,8,10,11,7,10,7,,,,3.6,2.1,1.4,1.4,2,0.6,1.6,,,,,,,,,,,,,,,
1832,52,6/13/2015,Arden Ambrose-Winters,487,MISSING,,none,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,52,6/13/2015,Arden Ambrose-Winters,488,ALIVE,100,none,0,0,0,3,26,18,32,,,,,,,,1.6,1.8,2,,,,,,,,,,,,,,,,,,,
1834,52,6/13/2015,Arden Ambrose-Winters,489,ALIVE,98,none,1,0,0,1,47,,,,,,,,,,4.5,,,,,,,,,,small milk weed bug,,,,,,,,,,,
1835,52,6/13/2015,Arden Ambrose-Winters,490,ALIVE,100,none,0,0,0,2,11,8,,,,,,,,,1.6,1.6,,,,,,,,,,,,,,,,,,,,
1836,52,6/13/2015,Arden Ambrose-Winters,491,DEAD,,none,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,52,6/13/2015,Arden Ambrose-Winters,492,ALIVE,99,none,0,0,0,2,31,16,,,,,,,,,2.3,1.9,,,,,,,,,,,,,,,,,,,,
1838,52,6/13/2015,Arden Ambrose-Winters,493,ALIVE,90,none,1,0,0,2,9,7,,,,,,,,,1.4,1.2,,,,,,,,,large milkweed bug,,,,,,,,,,,
1839,52,6/13/2015,Arden Ambrose-Winters,494,ALIVE,98,none,0,0,0,1,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
1840,52,6/13/2015,Arden Ambrose-Winters,495,ALIVE,50,none,50,0,0,1,8,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,
1841,52,6/13/2015,Arden Ambrose-Winters,496,ALIVE,90,none,0,0,0,1,43,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,
1842,52,6/13/2015,Arden Ambrose-Winters,497,ALIVE,50,none,0,0,0,2,27,17,,,,,,,,,1.2,1,,,,,,,,,almost dead,,,,,,,,,,,
1843,52,6/13/2015,Arden Ambrose-Winters,498,N.E.,,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,52,6/13/2015,Arden Ambrose-Winters,499,ALIVE,100,none,0,0,0,5,25,21,6,35,21,,,,,,3.1,1.9,2.1,3.6,2.4,,,,,,,,,,,,,,,,,
1845,52,6/13/2015,Arden Ambrose-Winters,500,N.E.,,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,52,6/13/2015,Arden Ambrose-Winters,501,ALIVE,100,none,0,0,0,1,10,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,
1847,52,6/13/2015,Arden Ambrose-Winters,502,ALIVE,,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,too small to measure,,,,,,,,,,,
1848,52,6/13/2015,Arden Ambrose-Winters,503,ALIVE,98,none,0,0,0,2,21,22,,,,,,,,,1.8,2.1,,,,,,,,,,,,,,,,,,,,
1849,52,6/13/2015,Arden Ambrose-Winters,504,ALIVE,100,none,0,0,0,1,37,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,
1850,52,6/13/2015,Arden Ambrose-Winters,505,ALIVE,80,none,0,0,0,1,7,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,
1851,52,6/13/2015,Arden Ambrose-Winters,506,ALIVE,100,none,1,0,0,1,34,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
1852,52,6/13/2015,Arden Ambrose-Winters,507,ALIVE,100,none,0,0,0,3,5,6,10,,,,,,,,0.9,0.3,1.4,,,,,,,,,,,,,,,,,,,
1853,52,6/13/2015,Arden Ambrose-Winters,508,ALIVE,100,none,0,0,0,3,5,7,9,,,,,,,,1,1.1,,,,,,,,,,,,,,,,,,,,
1854,53,6/13/2015,Kendal Paulson ,509,ALIVE,100,none,0,0,0,1,22,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,
1855,53,6/13/2015,Kendal Paulson ,510,ALIVE,50,none,0,0,0,1,14,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
1856,53,6/13/2015,Kendal Paulson ,511,ALIVE,100,none,0,0,0,2,6,33,,,,,,,,,0.6,1.8,,,,,,,,,,,,,,,,,,,,
1857,53,6/13/2015,Kendal Paulson ,512,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,53,6/13/2015,Kendal Paulson ,513,ALIVE,100,none,0,0,0,3,47,51,6,,,,,,,,5.2,2.9,1.4,,,,,,,,,,,,,,,,,,,
1859,53,6/13/2015,Kendal Paulson ,514,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,53,6/13/2015,Kendal Paulson ,515,ALIVE,100,none,0,0,0,3,6,23,26,,,,,,,,1,3.6,2.8,,,,,,,,,,,,,,,,,,,
1861,53,6/13/2015,Kendal Paulson ,516,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,53,6/15/2015,Kenya Oto,411,ALIVE,70,none,0,0,0,5,45,14,16,18,49,,,,,,1.6,0.5,0.5,0.7,2.2,,,,,,,,,,,,,,,,,
1863,53,6/15/2015,Kenya Oto,412,ALIVE,70,none,0,0,0,2,61,20,,,,,,,,,2.9,0.6,,,,,,,,,,,,,,,,,,,,
1864,53,6/15/2015,Kenya Oto,413,MISSING,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,53,6/15/2015,Kenya Oto,414,ALIVE,75,none,0,6,5,13,69,45,48,62,56,15,16,9,14,15,5.3,2.8,3.1,4.1,3.5,1,1.4,1.1,0.9,1.6,,,,,,,,,,,,
1866,53,6/15/2015,Kenya Oto,415,ALIVE,99,none,0,0,0,3,58,78,54,,,,,,,,2.2,4,3,,,,,,,,,,,,,,,,,,,
1867,53,6/15/2015,Kenya Oto,416,ALIVE,85,none,0,0,0,2,21,10,,,,,,,,,1.6,0.5,,,,,,,,,,,,,,,,,,,,
1868,53,6/15/2015,Kenya Oto,417,ALIVE,100,none,0,0,0,6,8,19,26,32,28,45,,,,,0.9,1,2.6,1.3,1.4,2.4,,,,,,,,,,,,,,,,
1869,53,6/15/2015,Kenya Oto,418,ALIVE,97,none,0,0,0,1,29,,,,,,,,,,3.3,,,,,,,,,,OLAP,,,,,,,,,,,
1870,53,6/15/2015,Kenya Oto,419,ALIVE,90,none,0,4,32,17,36,41,33,36,78,85,93,89,17,39,2.7,3.8,2.5,2.4,5.7,4.7,6.9,7,3.1,2.8,LMMB,,,,,,,,,,,
1871,53,6/15/2015,Kenya Oto,420,ALIVE,90,L5-32,5,41,48,18,103,108,98,48,93,21,15,21,28,31,5.8,7,6.9,7.6,4,3.2,3.2,3.4,2.4,2.9,"Wrapped by vines, LMMB",,,,,,,,,,,
1872,53,6/15/2015,Kenya Oto,421,ALIVE,95,none,0,5,17,12,67,55,24,75,21,29,25,58,21,14,5.2,8.1,1.8,6.2,2.5,2.3,1.4,4.5,2.1,1.4,,,,,,,,,,,,
1873,53,6/15/2015,Kenya Oto,422,ALIVE,95,none,0,53,23,38,89,88,80,20,29,22,23,27,11,28,8.1,7.5,6.2,2.7,2.1,2.5,2.4,1.7,1.2,2.3,,,,,,,,,,,,
1874,53,6/15/2015,Kenya Oto,423,ALIVE,60,none,1,0,0,5,50,13,18,8,6,,,,,,2.9,1.3,2.1,1.5,1.2,,,,,,,,,,,,,,,,,
1875,53,6/15/2015,Kenya Oto,424,ALIVE,100,none,0,0,0,2,6,6,,,,,,,,,0.5,0.5,,,,,,,,,OLAP,,,,,,,,,,,
1876,53,6/15/2015,Kenya Oto,425,MISSING,,none,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,53,6/15/2015,Kenya Oto,426,ALIVE,97,L1-6.7,0,0,0,10,49,16,12,18,25,8,23,17,19,51,2.8,1.4,1.7,1.3,3,0.7,1.8,1.2,1.9,3.3,OLAP,,,,,,,,,,,
1878,53,6/15/2015,Kenya Oto,427,ALIVE,40,none,0,0,0,1,40,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,
1879,53,6/15/2015,Kenya Oto,428,ALIVE,100,none,0,0,0,1,17,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,
1880,53,6/15/2015,Kenya Oto,429,ALIVE,100,none,0,0,0,1,39,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,
1881,53,6/15/2015,Kenya Oto,430,ALIVE,65,none,0,0,0,2,24,21,,,,,,,,,1.4,1.3,,,,,,,,,,,,,,,,,,,,
1882,53,6/15/2015,Kenya Oto,431,ALIVE,100,none,0,0,0,1,9,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
1883,53,6/15/2015,Kenya Oto,432,MISSING,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,53,6/15/2015,Kenya Oto,433,ALIVE,95,none,0,1,0,13,56,73,41,36,22,34,26,48,40,66,5.3,3.3,2.1,1.4,3.5,2.1,0.6,2.3,2.7,3.8,,,,,,,,,,,,
1885,53,6/15/2015,Kenya Oto,434,ALIVE,90,L3-12,2,0,0,10,75,67,48,72,74,69,45,14,11,9,5.8,5.6,4.6,5.2,4.1,4.1,3,1.3,1.6,1.1,,,,,,,,,,,,
1886,53,6/15/2015,Kenya Oto,435,ALIVE,95,none,0,3,0,3,92,54,74,,,,,,,,4.9,2.2,4.2,,,,,,,,,,,,,,,,,,,
1887,53,6/15/2015,Kelly Goedde-Matthews,436,ALIVE,60,none,0,0,0,1,45,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,
1888,53,6/15/2015,Kelly Goedde-Matthews,437,ALIVE,95,L5-35.5,7,2,0,25,62,54,59,17,27,14,20,7,6,82,5.1,4.1,5.8,2.7,2.2,2.1,2.6,1.6,1.4,6.7,,,,,,,,,,,,
1889,53,6/15/2015,Kelly Goedde-Matthews,438,ALIVE,80,none,0,0,0,1,18,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
1890,53,6/15/2015,Kelly Goedde-Matthews,439,ALIVE,95,none,0,0,0,2,12,37,,,,,,,,,2.1,1.2,,,,,,,,,under a fallen tree,,,,,,,,,,,
1891,53,6/15/2015,Kelly Goedde-Matthews,440,ALIVE,85,L3-13,0,0,0,27,22,17,9,28,17,29,90,82,84,77,2,2.1,1.7,2.5,2,2.9,5.1,5.3,4.5,4,,,,,,,,,,,,
1892,53,6/15/2015,Kelly Goedde-Matthews,441,ALIVE,100,none,0,0,0,2,11,7,,,,,,,,,1.9,1.7,,,,,,,,,,,,,,,,,,,,
1893,53,6/15/2015,Kelly Goedde-Matthews,442,ALIVE,100,none,0,0,0,1,5,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,
1894,53,6/15/2015,Kelly Goedde-Matthews,443,ALIVE,60,none,0,0,0,2,37,25,,,,,,,,,1.9,2.3,,,,,,,,,,,,,,,,,,,,
1895,53,6/15/2015,Kelly Goedde-Matthews,444,ALIVE,90,none,0,0,0,6,63,23,27,21,14,5,,,,,4.3,2.9,2.5,2.4,2,1.9,,,,,,,,,,,,,,,,
1896,53,6/15/2015,Kelly Goedde-Matthews,445,ALIVE,95,none,8,0,0,1,39,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
1897,53,6/15/2015,Kelly Goedde-Matthews,446,ALIVE,90,none,0,0,0,4,62,37,28,22,,,,,,,4.6,3.3,2.3,2,,,,,,,,,,,,,,,,,,
1898,53,6/15/2015,Kelly Goedde-Matthews,447,ALIVE,100,none,2,0,0,2,55,11,,,,,,,,,3.8,1.5,,,,,,,,,,,,,,,,,,,,
1899,53,6/15/2015,Kelly Goedde-Matthews,448,ALIVE,90,L3-11,3,0,0,4,36,32,6,17,,,,,,,3.6,2.6,1.6,1.9,,,,,,,,,,,,,,,,,,
1900,53,6/15/2015,Kelly Goedde-Matthews,449,ALIVE,90,none,15,0,0,9,52,62,13,6,5,5,16,17,7,,3.8,4,1.8,1.3,1.2,1.4,2,2.1,1.5,,,,,,,,,,,,,
1901,53,6/15/2015,Kelly Goedde-Matthews,450,ALIVE,95,none,0,0,0,2,32,17,,,,,,,,,3.3,1.5,,,,,,,,,,,,,,,,,,,,
1902,53,6/15/2015,Kelly Goedde-Matthews,451,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,53,6/15/2015,Kelly Goedde-Matthews,452,ALIVE,85,none,0,0,0,4,7,9,8,33,,,,,,,1.1,1,1.1,3.1,,,,,,,,,,,,,,,,,,
1904,53,6/15/2015,Kelly Goedde-Matthews,453,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,53,6/15/2015,Kelly Goedde-Matthews,454,ALIVE,100,none,0,0,0,3,57,32,31,,,,,,,,3.5,2.7,1.9,,,,,,,,,,,,,,,,,,,
1906,53,6/15/2015,Kelly Goedde-Matthews,455,ALIVE,90,none,5,0,4,2,107,103,,,,,,,,,7.3,8.7,,,,,,,,,"LMMB, OLAP",,,,,,,,,,,
1907,53,6/15/2015,Kelly Goedde-Matthews,456,ALIVE,90,none,0,0,0,2,8,15,,,,,,,,,1.2,2.8,,,,,,,,,OLAP,,,,,,,,,,,
1908,53,6/15/2015,Kelly Goedde-Matthews,457,ALIVE,70,none,5,0,0,3,5,11,16,,,,,,,,0.9,1.5,1.7,,,,,,,,,,,,,,,,,,,
1909,53,6/15/2015,Kelly Goedde-Matthews,458,ALIVE,100,none,0,0,0,2,5,13,,,,,,,,,1.1,1.5,,,,,,,,,,,,,,,,,,,,
1910,53,6/15/2015,Kelly Goedde-Matthews,459,ALIVE,40,none,0,0,0,1,23,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,
1911,53,6/15/2015,Kelly Goedde-Matthews,460,ALIVE,100,none,0,0,0,2,18,20,,,,,,,,,2,2.1,,,,,,,,,,,,,,,,,,,,
1912,53,6/15/2015,Kelly Goedde-Matthews,461,ALIVE,90,none,0,0,0,9,16,19,7,16,10,11,19,8,29,,1.9,2.3,1.3,2,1.4,1.6,2.2,1.5,2,,,,,,,,,,,,,
1913,53,6/15/2015,Kelly Goedde-Matthews,462,ALIVE,70,none,0,0,0,2,33,18,,,,,,,,,1.9,1.7,,,,,,,,,,,,,,,,,,,,
1914,53,6/15/2015,Kelly Goedde-Matthews,463,ALIVE,100,none,0,0,0,2,5,7,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,
1915,57,6/20/2015,Kendal Paulson ,305,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
